monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,0,1,1,20251102,20251108,672
0,0,0,0,0,1,1,20251102,20251109,285
0,0,0,0,0,1,1,20251102,20251114,287
0,0,0,0,0,1,1,20251102,20251123,237
0,0,0,0,0,1,1,20251102,20251123,755
0,0,0,0,0,1,1,20251102,20251123,959
0,0,0,0,0,1,1,20251108,20251109,857
0,0,0,0,0,1,1,20251108,20251116,956
0,0,0,0,0,1,1,20251108,20251123,1055
0,0,0,0,0,1,1,20251108,20251123,584
0,0,0,0,0,1,1,20251108,20251123,781
0,0,0,0,0,1,1,20251108,20251123,841
0,0,0,0,0,1,1,20251109,20251115,90
0,0,0,0,0,1,1,20251113,20251123,387
0,0,0,0,0,1,1,20251115,20251116,924
0,0,0,0,0,1,1,20251115,20251123,354
0,0,0,0,0,1,1,20251115,20251123,564
0,0,0,0,0,1,1,20251116,20251123,899
0,0,0,0,0,1,1,20251122,20251123,47
0,0,0,0,0,1,1,20251122,20251123,832
0,0,0,0,1,0,0,20251026,20251107,544
0,0,0,0,1,0,0,20251027,20251117,235
0,0,0,0,1,0,0,20251031,20251107,595
0,0,0,0,1,0,0,20251031,20251114,757
0,0,0,0,1,0,0,20251031,20251121,350
0,0,0,0,1,0,0,20251031,20251121,388
0,0,0,0,1,0,0,20251031,20251121,878
0,0,0,0,1,0,0,20251031,20251121,920
0,0,0,0,1,0,0,20251107,20251114,537
0,0,0,0,1,0,0,20251107,20251121,682
0,0,0,0,1,0,0,20251107,20251121,969
0,0,0,0,1,0,0,20251114,20251121,172
0,0,0,0,1,0,0,20251114,20251125,875
0,0,0,0,1,0,1,20251026,20251031,535
0,0,0,0,1,0,1,20251026,20251031,555
0,0,0,0,1,0,1,20251026,20251031,653
0,0,0,0,1,0,1,20251026,20251102,663
0,0,0,0,1,0,1,20251026,20251107,356
0,0,0,0,1,0,1,20251026,20251109,457
0,0,0,0,1,0,1,20251026,20251109,472
0,0,0,0,1,0,1,20251026,20251114,147
0,0,0,0,1,0,1,20251026,20251123,282
0,0,0,0,1,0,1,20251026,20251123,416
0,0,0,0,1,0,1,20251031,20251102,415
0,0,0,0,1,0,1,20251031,20251107,1084
0,0,0,0,1,0,1,20251031,20251109,374
0,0,0,0,1,0,1,20251031,20251112,1135
0,0,0,0,1,0,1,20251031,20251123,652
0,0,0,0,1,0,1,20251101,20251109,505
0,0,0,0,1,0,1,20251102,20251109,1013
0,0,0,0,1,0,1,20251107,20251109,704
0,0,0,0,1,0,1,20251107,20251123,997
0,0,0,0,1,0,1,20251109,20251114,418
0,0,0,0,1,0,1,20251114,20251116,294
0,0,0,0,1,0,1,20251116,20251121,351
0,0,0,0,1,0,1,20251116,20251123,476
0,0,0,0,1,0,1,20251121,20251123,699
0,0,0,0,1,1,0,20251031,20251101,209
0,0,0,0,1,1,0,20251031,20251101,371
0,0,0,0,1,1,0,20251031,20251122,65
0,0,0,0,1,1,0,20251101,20251122,974
0,0,0,0,1,1,0,20251107,20251108,102
0,0,0,0,1,1,0,20251107,20251108,421
0,0,0,0,1,1,0,20251107,20251109,114
0,0,0,0,1,1,0,20251107,20251122,330
0,0,0,0,1,1,0,20251108,20251114,225
0,0,0,0,1,1,0,20251113,20251125,1128
0,0,0,0,1,1,0,20251114,20251115,203
0,0,0,0,1,1,0,20251114,20251116,89
0,0,0,0,1,1,0,20251114,20251121,601
0,0,0,0,1,1,0,20251114,20251122,809
0,0,0,0,1,1,0,20251115,20251122,337
0,0,0,0,1,1,0,20251121,20251122,1075
0,0,0,0,1,1,0,20251121,20251122,57
0,0,0,0,1,1,1,20251026,20251101,5
0,0,0,0,1,1,1,20251026,20251102,362
0,0,0,0,1,1,1,20251026,20251122,681
0,0,0,0,1,1,1,20251026,20251123,243
0,0,0,0,1,1,1,20251031,20251102,822
0,0,0,0,1,1,1,20251031,20251109,257
0,0,0,0,1,1,1,20251101,20251109,1122
0,0,0,0,1,1,1,20251102,20251109,938
0,0,0,0,1,1,1,20251102,20251114,579
0,0,0,0,1,1,1,20251107,20251109,139
0,0,0,0,1,1,1,20251107,20251123,559
0,0,0,0,1,1,1,20251108,20251114,775
0,0,0,0,1,1,1,20251108,20251121,497
0,0,0,0,1,1,1,20251109,20251116,591
0,0,0,0,1,1,1,20251114,20251116,706
0,0,0,0,1,1,1,20251114,20251123,333
0,0,0,0,1,1,1,20251114,20251125,950
0,0,0,0,1,1,1,20251115,20251123,664
0,0,0,0,1,1,1,20251121,20251123,1071
0,0,0,1,0,0,0,20251030,20251106,563
0,0,0,1,0,0,0,20251030,20251120,1061
0,0,0,1,0,0,0,20251030,20251120,609
0,0,0,1,0,0,0,20251106,20251113,182
0,0,0,1,0,0,0,20251106,20251120,556
0,0,0,1,0,0,1,20251026,20251030,513
0,0,0,1,0,0,1,20251026,20251102,288
0,0,0,1,0,0,1,20251106,20251109,558
0,0,0,1,0,0,1,20251113,20251116,692
0,0,0,1,0,1,0,20251101,20251106,222
0,0,0,1,0,1,0,20251101,20251108,245
0,0,0,1,0,1,0,20251108,20251113,902
0,0,0,1,0,1,0,20251120,20251122,596
0,0,0,1,0,1,1,20251108,20251113,730
0,0,0,1,1,0,0,20251030,20251031,557
0,0,0,1,1,0,0,20251031,20251106,719
0,0,0,1,1,0,0,20251031,20251114,93
0,0,0,1,1,0,0,20251031,20251125,688
0,0,0,1,1,0,0,20251106,20251107,945
0,0,0,1,1,0,0,20251113,20251114,319
0,0,0,1,1,0,0,20251113,20251114,581
0,0,0,1,1,0,0,20251113,20251117,303
0,0,0,1,1,0,0,20251120,20251121,183
0,0,0,1,1,0,1,20251026,20251031,1016
0,0,0,1,1,0,1,20251026,20251114,769
0,0,0,1,1,0,1,20251031,20251109,868
0,0,0,1,1,0,1,20251102,20251107,509
0,0,0,1,1,0,1,20251102,20251109,827
0,0,0,1,1,0,1,20251102,20251123,204
0,0,0,1,1,0,1,20251114,20251123,1036
0,0,0,1,1,1,0,20251030,20251101,996
0,0,0,1,1,1,0,20251030,20251108,1009
0,0,0,1,1,1,0,20251030,20251113,925
0,0,0,1,1,1,0,20251030,20251114,127
0,0,0,1,1,1,0,20251101,20251113,45
0,0,0,1,1,1,0,20251120,20251122,301
0,0,0,1,1,1,0,20251120,20251122,97
0,0,0,1,1,1,0,20251122,20251125,196
0,0,0,1,1,1,1,20251026,20251108,361
0,0,0,1,1,1,1,20251102,20251110,1043
0,0,0,1,1,1,1,20251102,20251113,753
0,0,0,1,1,1,1,20251106,20251109,714
0,0,0,1,1,1,1,20251107,20251113,833
0,0,0,1,1,1,1,20251120,20251122,162
0,0,0,1,1,1,1,20251120,20251123,311
0,0,0,1,1,1,1,20251122,20251125,424
0,0,1,0,0,0,1,20251026,20251029,417
0,0,1,0,0,0,1,20251102,20251105,130
0,0,1,0,0,0,1,20251109,20251117,103
0,0,1,0,0,1,0,20251101,20251105,48
0,0,1,0,0,1,1,20251029,20251102,732
0,0,1,0,0,1,1,20251105,20251109,163
0,0,1,0,1,0,0,20251029,20251031,506
0,0,1,0,1,0,0,20251031,20251105,552
0,0,1,0,1,0,0,20251105,20251121,971
0,0,1,0,1,0,0,20251107,20251112,246
0,0,1,0,1,0,0,20251114,20251121,792
0,0,1,0,1,0,0,20251119,20251121,923
0,0,1,1,0,0,0,20251029,20251030,35
0,0,1,1,0,0,0,20251105,20251106,414
0,0,1,1,0,0,0,20251119,20251120,402
0,0,1,1,1,0,0,20251029,20251031,1089
0,0,1,1,1,0,0,20251029,20251031,523
0,0,1,1,1,0,0,20251103,20251116,751
0,0,1,1,1,0,0,20251104,20251114,474
0,0,1,1,1,0,0,20251105,20251107,40
0,0,1,1,1,0,0,20251112,20251114,1119
0,0,1,1,1,0,0,20251119,20251121,312
0,0,1,1,1,0,0,20251119,20251121,547
0,0,1,1,1,1,0,20251105,20251108,734
0,0,1,1,1,1,0,20251119,20251125,788
0,0,1,1,1,1,0,20251122,20251125,137
0,0,1,1,1,1,1,20251029,20251114,631
0,0,1,1,1,1,1,20251117,20251125,725
0,0,1,1,1,1,1,20251119,20251123,782
0,1,0,0,0,0,1,20251109,20251111,862
0,1,0,0,0,0,1,20251118,20251123,1095
0,1,0,0,0,0,1,20251123,20251125,901
0,1,0,0,0,1,0,20251028,20251105,553
0,1,0,0,0,1,0,20251101,20251104,467
0,1,0,0,0,1,0,20251111,20251115,125
0,1,0,0,0,1,0,20251115,20251118,1098
0,1,0,0,0,1,1,20251028,20251102,115
0,1,0,0,0,1,1,20251108,20251111,295
0,1,0,0,0,1,1,20251122,20251125,484
0,1,0,0,1,0,0,20251028,20251031,340
0,1,0,0,1,0,0,20251104,20251107,133
0,1,0,0,1,0,0,20251111,20251114,345
0,1,0,0,1,0,0,20251114,20251118,439
0,1,0,0,1,0,0,20251118,20251121,168
0,1,0,0,1,1,0,20251028,20251101,10
0,1,0,0,1,1,0,20251101,20251107,207
0,1,0,0,1,1,1,20251102,20251112,1020
0,1,0,0,1,1,1,20251114,20251118,982
0,1,0,1,0,0,0,20251104,20251106,1076
0,1,0,1,0,0,0,20251104,20251113,913
0,1,0,1,0,0,0,20251111,20251113,4
0,1,0,1,0,0,0,20251118,20251120,851
0,1,0,1,0,0,1,20251026,20251030,205
0,1,0,1,0,0,1,20251026,20251030,674
0,1,0,1,1,0,0,20251028,20251031,903
0,1,0,1,1,0,0,20251028,20251125,829
0,1,0,1,1,0,0,20251103,20251113,292
0,1,0,1,1,0,0,20251104,20251107,324
0,1,0,1,1,0,1,20251026,20251031,82
0,1,0,1,1,1,0,20251030,20251121,63
0,1,0,1,1,1,1,20251113,20251118,499
0,1,1,0,0,0,0,20251028,20251029,810
0,1,1,0,0,0,0,20251104,20251105,325
0,1,1,0,0,0,0,20251104,20251112,247
0,1,1,0,0,0,0,20251104,20251113,964
0,1,1,0,0,0,0,20251111,20251112,641
0,1,1,0,0,0,0,20251112,20251118,1140
0,1,1,0,0,0,0,20251118,20251119,612
0,1,1,0,0,0,1,20251026,20251102,689
0,1,1,0,0,1,0,20251101,20251105,646
0,1,1,0,1,0,0,20251104,20251107,213
0,1,1,0,1,0,0,20251104,20251107,229
0,1,1,0,1,1,0,20251031,20251105,368
0,1,1,1,0,0,0,20251027,20251107,271
0,1,1,1,0,0,0,20251027,20251107,406
0,1,1,1,0,0,0,20251028,20251030,939
0,1,1,1,0,0,0,20251028,20251113,840
0,1,1,1,0,0,0,20251102,20251113,412
0,1,1,1,0,0,0,20251103,20251125,869
0,1,1,1,0,0,0,20251104,20251106,580
0,1,1,1,0,0,0,20251104,20251106,599
0,1,1,1,0,0,0,20251105,20251113,269
0,1,1,1,0,0,0,20251111,20251113,228
0,1,1,1,0,0,0,20251111,20251113,929
0,1,1,1,0,0,0,20251118,20251120,442
0,1,1,1,0,0,0,20251124,20251125,501
0,1,1,1,0,0,1,20251026,20251102,518
0,1,1,1,0,0,1,20251026,20251125,717
0,1,1,1,0,0,1,20251111,20251116,673
0,1,1,1,0,1,0,20251028,20251113,602
0,1,1,1,0,1,0,20251111,20251115,140
0,1,1,1,0,1,0,20251118,20251122,1112
0,1,1,1,0,1,1,20251102,20251125,68
0,1,1,1,1,0,0,20251026,20251112,721
0,1,1,1,1,0,0,20251027,20251114,331
0,1,1,1,1,0,0,20251028,20251031,278
0,1,1,1,1,0,0,20251028,20251104,675
0,1,1,1,1,0,0,20251028,20251113,8
0,1,1,1,1,0,0,20251028,20251125,852
0,1,1,1,1,0,0,20251102,20251112,922
0,1,1,1,1,0,0,20251103,20251111,562
0,1,1,1,1,0,0,20251103,20251112,338
0,1,1,1,1,0,0,20251104,20251107,105
0,1,1,1,1,0,0,20251104,20251107,884
0,1,1,1,1,0,0,20251104,20251113,1105
0,1,1,1,1,0,0,20251107,20251118,83
0,1,1,1,1,0,0,20251111,20251114,806
0,1,1,1,1,0,0,20251114,20251125,131
0,1,1,1,1,0,0,20251118,20251121,1045
0,1,1,1,1,0,1,20251026,20251031,134
0,1,1,1,1,0,1,20251026,20251114,42
0,1,1,1,1,0,1,20251028,20251102,248
0,1,1,1,1,1,0,20251028,20251101,255
0,1,1,1,1,1,0,20251028,20251108,571
0,1,1,1,1,1,0,20251104,20251108,485
0,1,1,1,1,1,0,20251111,20251115,448
0,1,1,1,1,1,0,20251111,20251121,166
0,1,1,1,1,1,0,20251114,20251125,431
0,1,1,1,1,1,0,20251118,20251125,991
0,1,1,1,1,1,1,20251026,20251116,481
0,1,1,1,1,1,1,20251026,20251125,13
0,1,1,1,1,1,1,20251026,20251125,693
0,1,1,1,1,1,1,20251027,20251109,273
0,1,1,1,1,1,1,20251028,20251102,128
0,1,1,1,1,1,1,20251030,20251125,106
0,1,1,1,1,1,1,20251102,20251112,980
0,1,1,1,1,1,1,20251104,20251113,479
0,1,1,1,1,1,1,20251111,20251116,524
0,1,1,1,1,1,1,20251114,20251123,460
0,1,1,1,1,1,1,20251114,20251125,33
0,1,1,1,1,1,1,20251115,20251121,879
0,1,1,1,1,1,1,20251115,20251123,34
0,1,1,1,1,1,1,20251118,20251123,1031
0,1,1,1,1,1,1,20251119,20251125,148
1,0,0,0,0,0,0,20251026,20251103,1099
1,0,0,0,0,0,0,20251026,20251110,648
1,0,0,0,0,0,0,20251027,20251103,657
1,0,0,0,0,0,0,20251027,20251110,948
1,0,0,0,0,0,0,20251027,20251110,99
1,0,0,0,0,0,0,20251027,20251117,594
1,0,0,0,0,0,0,20251027,20251124,1025
1,0,0,0,0,0,0,20251027,20251124,407
1,0,0,0,0,0,0,20251027,20251124,926
1,0,0,0,0,0,0,20251101,20251110,193
1,0,0,0,0,0,0,20251103,20251110,1087
1,0,0,0,0,0,0,20251103,20251124,379
1,0,0,0,0,0,0,20251103,20251124,434
1,0,0,0,0,0,0,20251110,20251124,760
1,0,0,0,0,0,0,20251110,20251124,930
1,0,0,0,0,0,0,20251117,20251124,876
1,0,0,0,0,0,1,20251026,20251027,24
1,0,0,0,0,0,1,20251026,20251027,912
1,0,0,0,0,0,1,20251102,20251103,975
1,0,0,0,0,0,1,20251109,20251110,494
1,0,0,0,0,0,1,20251109,20251117,346
1,0,0,0,0,0,1,20251116,20251117,477
1,0,0,0,0,0,1,20251117,20251124,1039
1,0,0,0,0,0,1,20251123,20251124,422
1,0,0,0,0,1,0,20251027,20251101,662
1,0,0,0,0,1,0,20251103,20251110,454
1,0,0,0,0,1,0,20251122,20251124,359
1,0,0,0,0,1,1,20251101,20251103,970
1,0,0,0,0,1,1,20251108,20251110,1014
1,0,0,0,0,1,1,20251115,20251117,746
1,0,0,0,0,1,1,20251116,20251123,279
1,0,0,0,1,0,0,20251027,20251031,315
1,0,0,0,1,0,0,20251031,20251103,194
1,0,0,0,1,0,0,20251103,20251107,989
1,0,0,0,1,0,0,20251110,20251119,847
1,0,0,0,1,0,0,20251114,20251116,1058
1,0,0,0,1,0,0,20251114,20251117,756
1,0,0,0,1,0,1,20251026,20251110,1064
1,0,0,0,1,0,1,20251031,20251112,749
1,0,0,0,1,0,1,20251117,20251123,1101
1,0,0,0,1,1,1,20251031,20251103,1143
1,0,0,0,1,1,1,20251114,20251117,373
1,0,0,0,1,1,1,20251114,20251121,1049
1,0,0,1,0,0,0,20251027,20251030,1123
1,0,0,1,0,0,0,20251028,20251106,726
1,0,0,1,0,0,0,20251030,20251103,500
1,0,0,1,0,0,0,20251110,20251113,1051
1,0,0,1,0,0,0,20251113,20251117,1053
1,0,0,1,0,0,0,20251117,20251120,846
1,0,0,1,0,0,1,20251029,20251110,289
1,0,0,1,1,0,0,20251030,20251103,665
1,0,0,1,1,0,0,20251113,20251117,660
1,0,0,1,1,0,0,20251117,20251121,766
1,0,0,1,1,0,1,20251113,20251117,621
1,0,0,1,1,1,1,20251030,20251103,251
1,0,1,0,0,0,0,20251027,20251029,262
1,0,1,0,0,0,0,20251027,20251112,783
1,0,1,0,0,0,0,20251103,20251105,334
1,0,1,0,0,0,0,20251110,20251119,1067
1,0,1,0,0,0,0,20251117,20251119,296
1,0,1,0,0,0,0,20251119,20251124,403
1,0,1,0,0,0,1,20251026,20251029,249
1,0,1,0,0,0,1,20251109,20251112,1026
1,0,1,0,0,0,1,20251110,20251124,1059
1,0,1,0,0,0,1,20251110,20251124,293
1,0,1,0,0,0,1,20251115,20251123,206
1,0,1,0,0,1,1,20251026,20251108,733
1,0,1,0,0,1,1,20251030,20251108,932
1,0,1,0,1,1,1,20251111,20251121,376
1,0,1,1,0,0,0,20251027,20251030,347
1,0,1,1,0,0,0,20251027,20251103,904
1,0,1,1,0,0,0,20251027,20251112,872
1,0,1,1,0,0,0,20251103,20251120,815
1,0,1,1,0,0,0,20251117,20251120,456
1,0,1,1,0,0,1,20251026,20251030,16
1,0,1,1,0,1,0,20251027,20251108,797
1,0,1,1,0,1,0,20251117,20251125,754
1,0,1,1,0,1,1,20251026,20251123,328
1,0,1,1,0,1,1,20251111,20251121,304
1,0,1,1,1,0,0,20251027,20251103,189
1,0,1,1,1,0,0,20251027,20251125,764
1,0,1,1,1,0,0,20251113,20251120,533
1,0,1,1,1,0,1,20251026,20251031,786
1,0,1,1,1,0,1,20251026,20251113,696
1,0,1,1,1,0,1,20251102,20251114,1130
1,0,1,1,1,0,1,20251116,20251121,905
1,0,1,1,1,1,0,20251027,20251108,208
1,0,1,1,1,1,0,20251111,20251120,854
1,0,1,1,1,1,1,20251026,20251108,1027
1,0,1,1,1,1,1,20251026,20251108,565
1,0,1,1,1,1,1,20251026,20251114,637
1,0,1,1,1,1,1,20251026,20251124,410
1,0,1,1,1,1,1,20251114,20251122,803
1,0,1,1,1,1,1,20251116,20251123,705
1,1,0,0,0,0,0,20251027,20251028,793
1,1,0,0,0,0,0,20251027,20251110,164
1,1,0,0,0,0,0,20251103,20251104,1144
1,1,0,0,0,0,0,20251110,20251111,820
1,1,0,0,0,0,0,20251117,20251118,702
1,1,0,0,0,0,0,20251124,20251125,363
1,1,0,0,0,0,0,20251124,20251125,973
1,1,0,0,0,0,1,20251026,20251028,870
1,1,0,0,0,0,1,20251102,20251104,308
1,1,0,0,0,0,1,20251116,20251118,1113
1,1,0,0,0,1,0,20251101,20251104,79
1,1,0,0,0,1,0,20251122,20251125,825
1,1,0,0,0,1,1,20251028,20251110,316
1,1,0,0,0,1,1,20251101,20251104,430
1,1,0,0,0,1,1,20251108,20251111,408
1,1,0,0,0,1,1,20251115,20251118,58
1,1,0,0,0,1,1,20251116,20251123,592
1,1,0,0,0,1,1,20251122,20251125,181
1,1,0,0,1,0,0,20251031,20251104,622
1,1,0,0,1,0,0,20251114,20251118,776
1,1,0,0,1,1,0,20251031,20251104,1129
1,1,0,0,1,1,0,20251114,20251118,519
1,1,0,0,1,1,1,20251031,20251104,119
1,1,0,0,1,1,1,20251031,20251113,928
1,1,0,0,1,1,1,20251114,20251118,697
1,1,0,0,1,1,1,20251121,20251125,266
1,1,0,1,0,0,0,20251027,20251125,606
1,1,0,1,0,0,0,20251028,20251120,848
1,1,0,1,0,0,0,20251103,20251106,976
1,1,0,1,0,0,0,20251103,20251112,759
1,1,0,1,0,0,0,20251110,20251125,1100
1,1,0,1,0,0,0,20251113,20251118,440
1,1,0,1,0,0,1,20251026,20251030,382
1,1,0,1,0,0,1,20251026,20251107,1096
1,1,0,1,0,0,1,20251026,20251109,799
1,1,0,1,0,0,1,20251026,20251125,1136
1,1,0,1,0,0,1,20251027,20251106,512
1,1,0,1,0,1,1,20251026,20251125,450
1,1,0,1,1,0,0,20251027,20251103,54
1,1,0,1,1,0,0,20251027,20251107,233
1,1,0,1,1,0,0,20251027,20251107,259
1,1,0,1,1,0,0,20251103,20251107,395
1,1,0,1,1,0,0,20251113,20251118,214
1,1,0,1,1,0,0,20251120,20251125,626
1,1,0,1,1,0,1,20251026,20251031,313
1,1,0,1,1,0,1,20251026,20251031,432
1,1,0,1,1,0,1,20251026,20251103,642
1,1,0,1,1,0,1,20251026,20251107,1008
1,1,0,1,1,0,1,20251027,20251103,600
1,1,0,1,1,0,1,20251027,20251109,1115
1,1,0,1,1,0,1,20251031,20251111,51
1,1,0,1,1,0,1,20251031,20251114,585
1,1,0,1,1,0,1,20251113,20251118,201
1,1,0,1,1,0,1,20251113,20251123,3
1,1,0,1,1,1,0,20251113,20251118,18
1,1,0,1,1,1,1,20251026,20251101,1030
1,1,0,1,1,1,1,20251026,20251101,1138
1,1,0,1,1,1,1,20251026,20251102,541
1,1,0,1,1,1,1,20251026,20251103,98
1,1,0,1,1,1,1,20251026,20251108,892
1,1,0,1,1,1,1,20251027,20251102,794
1,1,0,1,1,1,1,20251027,20251106,750
1,1,0,1,1,1,1,20251103,20251114,946
1,1,0,1,1,1,1,20251109,20251125,423
1,1,0,1,1,1,1,20251113,20251118,490
1,1,1,0,0,0,0,20251027,20251029,772
1,1,1,0,0,0,0,20251027,20251029,885
1,1,1,0,0,0,0,20251027,20251105,1001
1,1,1,0,0,0,0,20251027,20251112,275
1,1,1,0,0,0,0,20251027,20251112,874
1,1,1,0,0,0,0,20251028,20251112,528
1,1,1,0,0,0,0,20251028,20251125,1077
1,1,1,0,0,0,0,20251103,20251105,326
1,1,1,0,0,0,0,20251103,20251105,521
1,1,1,0,0,0,0,20251103,20251112,1088
1,1,1,0,0,0,0,20251103,20251112,527
1,1,1,0,0,0,0,20251103,20251112,747
1,1,1,0,0,0,0,20251103,20251125,463
1,1,1,0,0,0,0,20251109,20251124,856
1,1,1,0,0,0,0,20251110,20251112,511
1,1,1,0,0,0,0,20251110,20251125,529
1,1,1,0,0,0,0,20251110,20251125,828
1,1,1,0,0,0,0,20251117,20251119,1005
1,1,1,0,0,0,1,20251026,20251029,143
1,1,1,0,0,0,1,20251026,20251029,156
1,1,1,0,0,0,1,20251026,20251029,703
1,1,1,0,0,0,1,20251026,20251124,107
1,1,1,0,0,0,1,20251026,20251124,179
1,1,1,0,0,0,1,20251026,20251124,957
1,1,1,0,0,0,1,20251026,20251125,1132
1,1,1,0,0,0,1,20251026,20251125,258
1,1,1,0,0,0,1,20251027,20251110,882
1,1,1,0,0,0,1,20251102,20251105,984
1,1,1,0,0,0,1,20251109,20251112,78
1,1,1,0,0,0,1,20251109,20251125,1110
1,1,1,0,0,0,1,20251116,20251119,1106
1,1,1,0,0,0,1,20251116,20251123,1035
1,1,1,0,0,1,0,20251027,20251109,728
1,1,1,0,0,1,0,20251101,20251105,630
1,1,1,0,0,1,1,20251101,20251105,944
1,1,1,0,0,1,1,20251109,20251125,393
1,1,1,0,0,1,1,20251115,20251119,1145
1,1,1,0,0,1,1,20251117,20251123,14
1,1,1,0,1,0,0,20251027,20251031,464
1,1,1,0,1,0,0,20251030,20251107,268
1,1,1,0,1,0,0,20251103,20251107,71
1,1,1,0,1,0,1,20251026,20251109,666
1,1,1,0,1,0,1,20251026,20251125,1063
1,1,1,0,1,0,1,20251031,20251109,336
1,1,1,0,1,0,1,20251116,20251124,263
1,1,1,0,1,1,0,20251027,20251112,520
1,1,1,0,1,1,0,20251110,20251115,516
1,1,1,0,1,1,0,20251114,20251122,462
1,1,1,0,1,1,1,20251026,20251108,936
1,1,1,0,1,1,1,20251026,20251125,404
1,1,1,0,1,1,1,20251026,20251125,624
1,1,1,0,1,1,1,20251102,20251110,425
1,1,1,0,1,1,1,20251107,20251125,768
1,1,1,1,0,0,0,20251026,20251112,515
1,1,1,1,0,0,0,20251026,20251121,908
1,1,1,1,0,0,0,20251026,20251125,667
1,1,1,1,0,0,0,20251027,20251030,160
1,1,1,1,0,0,0,20251027,20251030,364
1,1,1,1,0,0,0,20251027,20251030,514
1,1,1,1,0,0,0,20251027,20251030,845
1,1,1,1,0,0,0,20251027,20251102,157
